Fiscal Year,Department Name,Fund Name,Unit Name,Expenditure Category,Object Name,Actual Expenses,Current Expense Budget
2026,Public Works,General Fund,Right of Way,Contractual Services,Rent Of Equipment,0,2277
2026,Public Works,General Fund,Right of Way,"Materials, Supplies, and Repairs",Repairs-Auto,0,50
2026,Public Works,General Fund,Right of Way,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,24649
2026,Public Works,General Fund,Right of Way,Personnel Services,Retirement,0,157027
2026,Public Works,General Fund,Right of Way,Personnel Services,Retirement Expense (Vsrs Emp),0,19024
2026,Public Works,General Fund,Right of Way,Personnel Services,Semi-Monthly/Monthly,0,975967
2026,Public Works,General Fund,Right of Way,Personnel Services,Semi-Monthly/Monthly Overtime,0,16000
2026,Public Works,General Fund,Right of Way,"Materials, Supplies, and Repairs",Signs,0,1000
2026,Public Works,General Fund,Right of Way,Personnel Services,Social Security Fica Tax,0,76869
2026,Public Works,General Fund,Right of Way,Personnel Services,Special Pay & Allowances,0,11000
2026,Public Works,General Fund,Right of Way,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,1150
2026,Public Works,General Fund,Right of Way,"Materials, Supplies, and Repairs",Supplies-Office,0,1150
2026,Public Works,General Fund,Right of Way,Contractual Services,Telephone,0,7400
2026,Public Works,General Fund,Right of Way,Personnel Services,Temporary/Casual Employment,0,1798
2026,Public Works,General Fund,Right of Way,Contractual Services,Traveling Expense,0,295
2026,Public Works,General Fund,Street Const & Maint Projects,Department Specific Appropriation,Land Improvements-Street,0,6893268
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Advertising,0,500
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,6000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,2500
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Chemicals,0,50000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Electricity,0,46000
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Employee Training Expense,0,8000
2026,Public Works,General Fund,Streets And Bridges,Equipment,Equip-Bldg-Mech & Portable,0,4500
2026,Public Works,General Fund,Streets And Bridges,Equipment,Equip-New Automotive,0,100000
2026,Public Works,General Fund,Streets And Bridges,Equipment,Equip-Office & Household,0,5500
2026,Public Works,General Fund,Streets And Bridges,Equipment,Equip-Software-Over $1000,0,24000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",EZ Pass,0,1200
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Food,0,1000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Gas-Natural & Propane,0,49000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs","Gasoline, Fuel & Lubricants",0,1500
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Group Life Insurance Perm,0,44486
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Membership Dues & Subscription,0,2200
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Other Contractual Services,0,25000
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Promotional Activities,0,100
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Refuse & Garbage Disposal,0,5696
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Rent Of Equipment,0,10000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Auto,0,7500
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Bridges & Structures,0,15000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Buildings,0,90059
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,12000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Streets & Sidewalks,0,526492
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,558645
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Retirement,0,647735
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Retirement Expense (Vsrs Emp),0,142750
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Security Services,0,65000
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Semi-Monthly/Monthly,0,4017504
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Semi-Monthly/Monthly Overtime,0,24992
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Signs,0,5500
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Small Tools,0,16740
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Social Security Fica Tax,0,297288
2026,Public Works,General Fund,Streets And Bridges,Personnel Services,Special Pay & Allowances,0,12500
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Agricultural,0,1300
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,2000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,55000
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,700
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Medical & Expenses,0,900
2026,Public Works,General Fund,Streets And Bridges,"Materials, Supplies, and Repairs",Supplies-Office,0,15000
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Telephone,0,27600
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Temp Services-Laborer/Industrl,0,20000
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Traveling Expense,0,1000
2026,Public Works,General Fund,Streets And Bridges,Contractual Services,Water & Sewage Disposal,0,4800
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,100
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,500
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Computer Software-Under $1000,0,950
2026,Public Works,General Fund,Surveys,Contractual Services,Employee Training Expense,0,400
2026,Public Works,General Fund,Surveys,Equipment,Equip-Office & Household,0,500
2026,Public Works,General Fund,Surveys,Equipment,Equip-Software-Over $1000,0,11000
2026,Public Works,General Fund,Surveys,Personnel Services,Group Life Insurance Perm,0,5310
2026,Public Works,General Fund,Surveys,Contractual Services,Membership Dues & Subscription,0,850
2026,Public Works,General Fund,Surveys,Contractual Services,Mileage,0,50
2026,Public Works,General Fund,Surveys,Contractual Services,Nonmonetary Awardsrd Pap,0,100
2026,Public Works,General Fund,Surveys,Contractual Services,Rent Of Equipment,0,3000
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Repairs-Auto,0,50
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,450
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,5207
2026,Public Works,General Fund,Surveys,Personnel Services,Retirement,0,98142
2026,Public Works,General Fund,Surveys,Personnel Services,Retirement Expense (Vsrs Emp),0,17403
2026,Public Works,General Fund,Surveys,Personnel Services,Semi-Monthly/Monthly,0,460426
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Small Tools,0,3190
2026,Public Works,General Fund,Surveys,Personnel Services,Social Security Fica Tax,0,35222
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,250
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,1000
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,500
2026,Public Works,General Fund,Surveys,"Materials, Supplies, and Repairs",Supplies-Office,0,2000
2026,Public Works,General Fund,Surveys,Equipment,Technology Equipment,0,9500
2026,Public Works,General Fund,Surveys,Contractual Services,Telephone,0,2500
2026,Public Works,General Fund,Surveys,Contractual Services,Traveling Expense,0,250
2026,Public Works,General Fund,Utility Cuts Repairs,Equipment,Equip-Replacement Automotive,0,33171
2026,Public Works,General Fund,Utility Cuts Repairs,Personnel Services,Group Life Insurance Perm,0,3477
2026,Public Works,General Fund,Utility Cuts Repairs,Contractual Services,Other Contractual Services,0,1000
2026,Public Works,General Fund,Utility Cuts Repairs,"Materials, Supplies, and Repairs",Repairs-Streets & Sidewalks,0,572957
2026,Public Works,General Fund,Utility Cuts Repairs,Personnel Services,Retirement Expense (Vsrs Emp),0,20173
2026,Public Works,General Fund,Utility Cuts Repairs,Personnel Services,Semi-Monthly/Monthly,0,298642
2026,Public Works,General Fund,Utility Cuts Repairs,Personnel Services,Semi-Monthly/Monthly Overtime,0,125000
2026,Public Works,General Fund,Utility Cuts Repairs,"Materials, Supplies, and Repairs",Signs,0,1000
2026,Public Works,General Fund,Utility Cuts Repairs,Personnel Services,Social Security Fica Tax,0,32410
2026,Public Works,General Fund,Utility Cuts Repairs,Contractual Services,Temp Services-Laborer/Industrl,0,10000
2026,Public Works,General Fund,Vibrant Cities,Contractual Services,Other Contractual Services,0,28846
2026,Public Works,General Fund,Vibrant Cities,Contractual Services,Traveling Expense,0,1581
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,12000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,47570
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Electricity,0,22000
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Employee Training Expense,0,62743
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Employers Contrb Hospitalizatn,0,3490552
2026,Sheriff,General Fund,Sheriff And Jail,Equipment,Equip-Bldg-Mech & Portable,0,10700
2026,Sheriff,General Fund,Sheriff And Jail,Equipment,Equip-Office & Household,0,236624
2026,Sheriff,General Fund,Sheriff And Jail,Equipment,Equip-Software-Over $1000,0,4280
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Food,0,1202750
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Gas-Natural & Propane,0,4750
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Group Life Insurance Perm,0,344787
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Membership Dues & Subscription,0,47357
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Other Contractual Services,0,612122
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Promotional Activities,0,17700
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Refuse & Garbage Disposal,0,18000
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,"Rent Of Boxes, P O & Safe Dep",0,2500
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Rent Of Equipment,0,15000
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Rent Of Land-Bldgs & Offices,0,17000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Repairs-Auto,0,1000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Repairs-Buildings,0,150000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Repairs-Household Equipment,0,16000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Repairs-Signal System,0,17000
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,337533
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Retirement Expense (Vsrs Emp),0,1938458
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Semi-Monthly/Monthly,0,32101407
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Semi-Monthly/Monthly Overtime,0,269125
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Social Security Fica Tax,0,2235271
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,158400
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,166600
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,65240
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Medical & Expenses,0,7910777
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Office,0,74136
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Police,0,187183
2026,Sheriff,General Fund,Sheriff And Jail,"Materials, Supplies, and Repairs",Supplies-Recreational,0,8500
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Telephone,0,8500
2026,Sheriff,General Fund,Sheriff And Jail,Personnel Services,Temporary/Casual Employment,0,504276
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Traveling Expense,0,47070
2026,Sheriff,General Fund,Sheriff And Jail,Contractual Services,Water & Sewage Disposal,0,7000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Advertising,0,4100
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",AFMS,0,56309
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Department Specific Appropriation,All Purpose Appropriations,0,151530
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,"Allocations, General/Indirect",0,1232655
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Architects & Engrs Fees,0,300000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Books-Under $1000,0,700
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Department Specific Appropriation,Building Repairs,0,100
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Chargeouts-Data Processing,0,81900
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,4000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,1500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Chemicals,0,10000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Computer Software-Under $1000,0,3000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Department Specific Appropriation,Cost Of Goods Sold,0,0
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Debt Service/Transfers to CIP,Debt Principal,0,4011396
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Electricity,0,81864
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Employee Training Expense,0,16000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Employers Contrb Hospitalizatn,0,941397
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-Bldg-Mech & Portable,0,120000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-New Automotive,0,210000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-Office & Household,0,10100
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-Replacement Automotive,0,1931000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-Signal & Radio,0,1000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Equip-Software-Over $1000,0,9350
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",EZ Pass,0,600
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Food,0,9600
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Gas-Natural & Propane,0,21942
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs","Gasoline, Fuel & Lubricants",0,10000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Debt Service/Transfers to CIP,Go Bonds-Expense For New Issue,0,50000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Debt Service/Transfers to CIP,Go Interest,0,2344661
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Group Life Insurance Perm,0,67893
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Membership Dues & Subscription,0,91700
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Mileage,0,2000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Other Contractual Services,0,712885
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Peoplesoft,0,236
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Refuse & Garbage Disposal,0,220000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Rent Of Equipment,0,22000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Auto,0,25500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Building Equipment,0,30500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Buildings,0,40100
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Office Equipment,0,2000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,20000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Sewers,0,534204
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Streets & Sidewalks,0,20000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,987452
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Department Specific Appropriation,Reserve For Abatements,0,2271518
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Retirement,0,961789
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Retirement Expense (Vsrs Emp),0,276694
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Security Services,0,88866
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Semi-Monthly/Monthly,0,5878521
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Semi-Monthly/Monthly Overtime,0,35266
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Signs,0,5600
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Small Tools,0,19600
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Social Security Fica Tax,0,478580
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Special Pay & Allowances,0,210150
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Agricultural,0,8500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Cleaning & Household,0,5200
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,30500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,12200
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Medical & Expenses,0,4500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,"Materials, Supplies, and Repairs",Supplies-Office,0,9500
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Equipment,Technology Equipment,0,26100
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Telephone,0,40700
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Telephone Chargeback I.S.,0,12960
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Temp Services-Admin/Clerical,0,5000
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Temp Services-Laborer/Industrl,0,97079
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Personnel Services,Temporary/Casual Employment,0,131558
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Traveling Expense,0,5600
2026,Storm Water Management,Storm Water Utility Fund,Storm Water Operations,Contractual Services,Water & Sewage Disposal,0,3000
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Advertising,0,2748
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,27274
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Employee Training Expense,0,2868
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Personnel Services,Employers Contrb Hospitalizatn,0,50796
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,"Materials, Supplies, and Repairs",Food,0,1741
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Personnel Services,Group Life Insurance Perm,0,4600
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Membership Dues & Subscription,0,6442
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Other Contractual Services,0,10500
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Parking Validations,0,9066
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Promotional Activties/Supplies,0,5214
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Rent Of Equipment,0,28912
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Personnel Services,Retirement,0,98142
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Personnel Services,Semi-Monthly/Monthly,0,398749
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Service Charge Credit Cards,0,27894
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Personnel Services,Social Security Fica Tax,0,30505
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,0,4230
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,"Materials, Supplies, and Repairs",Supplies-Office,0,6232
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Telephone,0,17440
2026,The Department of Parks & Recreation (P&R),General Fund,Administrative Support,Contractual Services,Traveling Expense,0,5636
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",AFMS,0,10730
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Department Specific Appropriation,All Purpose Appropriations,0,77200
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Chargeouts-Data Processing,0,28356
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,350
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Chemicals,0,5000
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Coffins,0,9272
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Computer Software-Under $1000,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Debt Service/Transfers to CIP,Debt Principal,0,49274
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Electricity,0,16330
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Employee Training Expense,0,400
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Employers Contrb Hospitalizatn,0,223130
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Equipment,Equip-Bldg-Mech & Portable,0,27031
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Equipment,Equip-Books-Over $1000,0,500
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Equipment,Equip-Office & Household,0,674
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Gas-Natural & Propane,0,1001
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs","Gasoline, Fuel & Lubricants",0,700
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Debt Service/Transfers to CIP,Go Interest,0,14746
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Group Life Insurance Perm,0,18919
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Heating Fuel,0,2650
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Mileage,0,1972
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Other Contractual Services,0,26675
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Peoplesoft,0,860
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Rent Of Equipment,0,875
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Buildings,0,3224
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Office Equipment,0,2000
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Portable Equipment,0,37359
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Streets & Sidewalks,0,1500
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,0,164199
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Repairs-Water Distrib System,0,650
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Retirement,0,98142
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Retirement Expense (Vsrs Emp),0,96585
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Semi-Monthly/Monthly,0,1630189
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Semi-Monthly/Monthly Overtime,0,29000
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Contractual Services,Service Charge Credit Cards,0,19514
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,"Materials, Supplies, and Repairs",Small Tools,0,8500
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Social Security Fica Tax,0,129609
2026,The Department of Parks & Recreation (P&R),General Fund,Cemeteries,Personnel Services,Special Pay & Allowances,0,3156
